annee_de_publication,nature,organisme_preteur_ou_chef_de_file,date_d_emission_ou_date_de_mobilisation,date_de_derniere_echeance,capital_initial,capital_restant_du_au_31_12_2016,type_de_taux_d_interet,index,taux_initial_niveau_de_taux,taux_initial_taux_actuariel,profil_d_amortissement,possibilite_de_remboursement,categorie_d_emprunt
2007,1641 - Emprunts établissements crédit,CREDIT FONCIER,2003-12-22,2018-12-22,40000000.0,40000000.0,Indexé,TAG12M,0.1776,1.3408,Emprunt in fine,oui,A-1
2016,16311 - Emissions obligataires,HSBC-Natixis-SociétéGénérale,2008-10-30,2021-10-29,155000000.0,155000000.0,Fixe,TAUX FIXE,4.75,4.7501,Emprunt in fine,non,A-1
2017,1641 - Emprunts établissements crédit,96 - BEI,2011-12-19,2024-12-19,50000000.0,50000000.0,Fixe,TAUX FIXE,3.36,3.3601,Emprunt in fine,non,A-1
2014,1641 - Emprunts établissements crédit,Helaba,2014-07-11,2034-07-11,50000000.0,50000000.0,Fixe,TAUX FIXE,2.572,2.5721,Emprunt in fine,oui,A-1
2014,16876 - C.R.A.M.I.F / S.I.A.A.P.,S.I.A.A.P.,1976-01-01,2024-06-15,59348.4,59348.4,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,non,A-1
2012,16441 - Emprunts option tirage tréso,CREDIT FONCIER,2005-12-30,2012-12-30,100000000.0,0.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2018,16311 - Emissions obligataires,Goldman Sachs (2),None,2030-05-25,40000000.0,40000000.0,None,TAUX FIXE,1.8,1.8,Emprunt in fine,non,A-1
2013,16311 - Emissions obligataires,HSBC,2012-04-02,2027-04-02,50000000.0,50000000.0,Fixe,TAUX FIXE,4.0,4.0001,Emprunt in fine,oui,A-1
2016,16311 - Emissions obligataires,HSBC,2015-09-16,2030-09-16,50000000.0,50000000.0,Fixe,TAUX FIXE,1.724,1.7243,Emprunt in fine,non,A-1
2010,16311 - Emissions obligataires,Crédit Suisse-BNPP,2008-11-05,2018-11-05,95328884.65,95328884.65,Indexé,EURIBOR03M,0.11900000000000001,0.6826,Emprunt in fine,oui,A-1
2009,16311 - Emissions obligataires,BNP Paribas,2005-11-24,2014-11-24,96618357.49,96618357.49,Indexé,EURIBOR03M,0.101,1.9012,Emprunt in fine,oui,A-1
2016,16876 - C.R.A.M.I.F / S.I.A.A.P.,S.I.A.A.P.,1976-01-01,2024-06-15,59348.4,47478.72,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,non,A-1
2010,16441 - Emprunts option tirage tréso,Caisse Nat. C.E.,2004-12-17,2012-12-17,75000000.0,75000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2007,1641 - Emprunts établissements crédit,C.D.C.,1954-12-21,2019-03-31,4278.21,1392.3,Fixe,TAUX FIXE,2.0,1.341,Échéance constante,oui,A-1
2007,16311 - Emissions obligataires,Calyon-Dexia,2006-11-28,2014-11-28,100000000.0,100000000.0,Fixe,TAUX FIXE,3.875,3.8752,Emprunt in fine,oui,A-1
2014,16311 - Emissions obligataires,HSBC-Natixis,2006-05-26,2016-05-26,200000000.0,200000000.0,Fixe,TAUX FIXE,4.125,4.1252,Emprunt in fine,non,A-1
2014,16311 - Emissions obligataires,Natixis,2013-12-12,2033-12-12,20000000.0,20000000.0,Fixe,TAUX FIXE,3.24,3.2401,Emprunt in fine,non,A-1
2018,1641 - Emprunts établissements crédit,96 - BEI,None,2025-12-19,50000000.0,50000000.0,None,TAUX FIXE,3.3689999999999998,3.3689999999999998,Emprunt in fine,oui,A-1
2011,1641 - Emprunts établissements crédit,BEI,2011-12-19,2025-12-19,50000000.0,50000000.0,Fixe,TAUX FIXE,3.3689999999999998,3.3692,Emprunt in fine,oui,A-1
2011,1641 - Emprunts établissements crédit,BEI,2008-11-25,2019-11-25,80000000.0,80000000.0,Indexé,EURIBOR03M,0.133,0.617,Emprunt in fine,oui,A-1
2015,1641 - Emprunts établissements crédit,C.D.C.,1954-11-23,2019-03-31,31064.74,3640.16,Fixe,TAUX FIXE,2.0,1.3381,Échéance constante,oui,A-1
2010,16311 - Emissions obligataires,HSBC,2005-11-09,2018-11-09,50651230.1,50651230.1,Indexé,EURIBOR03M,0.021,1.3865,Emprunt in fine,oui,A-1
2010,1641 - Emprunts établissements crédit,SOCIETE GENERALE,2005-12-28,2019-12-28,25000000.0,25000000.0,Indexé,TAG01M,0.0,1.0218,Emprunt in fine,oui,A-1
2012,1641 - Emprunts établissements crédit,BEI,2011-12-19,2024-12-19,50000000.0,50000000.0,Fixe,TAUX FIXE,3.36,3.3601,Emprunt in fine,oui,A-1
2013,1641 - Emprunts établissements crédit,BEI,2008-11-25,2019-11-25,80000000.0,80000000.0,Indexé,EURIBOR03M,0.133,0.617,Emprunt in fine,oui,A-1
2015,16311 - Emissions obligataires,HSBC-Natixis-SociétéGénérale,2010-12-29,2025-12-29,140000000.0,140000000.0,Fixe,TAUX FIXE,3.875,3.8750999999999998,Emprunt in fine,non,A-1
2012,1641 - Emprunts établissements crédit,BEI,2011-12-19,2024-12-19,100000000.0,100000000.0,Fixe,TAUX FIXE,3.781,3.7811,Emprunt in fine,oui,A-1
2016,16311 - Emissions obligataires,Société Générale,2013-05-22,2028-05-22,50000000.0,50000000.0,Fixe,TAUX FIXE,2.43,2.4302,Emprunt in fine,non,A-1
2018,16311 - Emissions obligataires,Natixis,None,2038-09-17,50000000.0,50000000.0,None,TAUX FIXE,1.46,1.46,Emprunt in fine,non,A-1
2008,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2001-07-24,2008-12-01,99091861.2,0.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2013,168 Autres emprunts et dettes assimilées,S.I.A.A.P.,1976-01-01,2024-06-15,59348.4,59348.4,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,oui,A-1
2015,1641 - Emprunts établissements crédit,BEI,2011-12-19,2024-12-19,100000000.0,100000000.0,Fixe,TAUX FIXE,3.781,3.7811,Emprunt in fine,non,A-1
2016,16311 - Emissions obligataires,HSBC,2012-10-02,2023-10-02,30000000.0,30000000.0,Fixe,TAUX FIXE,2.6,2.6002,Emprunt in fine,non,A-1
2015,1641 - Emprunts établissements crédit,SOCIETE GENERALE,2005-12-28,2019-12-28,25000000.0,25000000.0,Indexé,TAG01M,0.0,1.0218,Emprunt in fine,non,A-1
2016,16311 - Emissions obligataires,Natixis,2016-04-29,2029-04-30,26000000.0,26000000.0,Structuré,EURIBOR03M,0.0,0.0,Emprunt in fine,non,A-1
2015,1641 - Emprunts établissements crédit,BEI,2010-07-21,2023-07-21,100000000.0,100000000.0,Fixe,TAUX FIXE,3.451,3.4512,Emprunt in fine,non,A-1
2013,16311 - Emissions obligataires,HSBC,2012-10-26,2026-01-20,30000000.0,30000000.0,Fixe,TAUX FIXE,2.909,2.9097,Emprunt in fine,oui,A-1
2014,16311 - Emissions obligataires,HSBC,2005-11-16,2015-11-16,14888865.0,14888865.0,Indexé,EURIBOR03M,-0.084,1.7364000000000002,Emprunt in fine,non,A-1
2014,16311 - Emissions obligataires,HSBC,2012-07-20,2032-07-20,50000000.0,50000000.0,Fixe,TAUX FIXE,3.5,3.5000999999999998,Emprunt in fine,non,A-1
2014,16311 - Emissions obligataires,Natixis,2013-04-30,2032-04-30,15000000.0,15000000.0,Indexé,EURIBOR03M,0.651,0.6890000000000001,Emprunt in fine,non,A-1
2012,16311 - Emissions obligataires,HSBC-Natixis,2006-05-26,2016-05-26,200000000.0,200000000.0,Fixe,TAUX FIXE,4.125,4.1252,Emprunt in fine,oui,A-1
2013,16311 - Emissions obligataires,HSBC-Natixis-SociétéGénérale,2008-10-30,2021-10-29,155000000.0,155000000.0,Fixe,TAUX FIXE,4.75,4.7501,Emprunt in fine,oui,A-1
2013,16311 - Emissions obligataires,Société Générale,2013-10-01,2027-10-01,125000000.0,125000000.0,Fixe,TAUX FIXE,3.155,3.1552,Emprunt in fine,oui,A-1
2008,16311 - Emissions obligataires,HSBC-Natixis-SociétéGénérale,2008-10-30,2021-10-29,155000000.0,155000000.0,Fixe,TAUX FIXE,4.75,4.7501,Emprunt in fine,oui,A-1
2013,1641 - Emprunts établissements crédit,Helaba,2013-06-13,2028-06-13,25000000.0,25000000.0,Fixe,TAUX FIXE,2.81,2.8102,Emprunt in fine,oui,A-1
2016,16311 - Emissions obligataires,Société Générale,2013-10-01,2026-10-01,75000000.0,75000000.0,Fixe,TAUX FIXE,3.049,3.0492,Emprunt in fine,non,A-1
2016,16311 - Emissions obligataires,Barclays,2013-04-18,2031-04-18,25000000.0,25000000.0,Indexé,EURIBOR03M,0.269,0.355,Emprunt in fine,non,A-1
2017,16311 - Emissions obligataires,89 - SocGen (arrangeur),2013-10-01,2027-10-01,125000000.0,125000000.0,Fixe,TAUX FIXE,3.155,3.1552,Emprunt in fine,non,A-1
2018,16311 - Emissions obligataires,Deutsche Bank,None,2027-04-02,100000000.0,100000000.0,None,TAUX FIXE,4.06,4.06,Emprunt in fine,non,A-1
2016,16311 - Emissions obligataires,HSBC,2012-10-26,2026-01-20,30000000.0,30000000.0,Fixe,TAUX FIXE,2.909,2.9097,Emprunt in fine,non,A-1
2014,16311 - Emissions obligataires,Crédit Suisse,2007-12-14,2017-01-14,24405125.08,24405125.08,Indexé,EURIBOR04M,-0.068,1.1249,Emprunt in fine,non,A-1
2010,16441 - Emprunts option tirage tréso,CREDIT FONCIER,2005-12-30,2012-12-30,100000000.0,100000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2013,16311 - Emissions obligataires,Société Générale,2013-05-22,2028-05-22,50000000.0,50000000.0,Fixe,TAUX FIXE,2.43,2.4302,Emprunt in fine,oui,A-1
2016,16311 - Emissions obligataires,HSBC-Natixis-Banca IMI,2009-06-29,2022-06-29,200000000.0,200000000.0,Fixe,TAUX FIXE,4.625,4.6251,Emprunt in fine,non,A-1
2011,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2005-12-30,2013-12-30,50000000.0,50000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2018,16311 - Emissions obligataires,Natixis,None,2029-04-30,60000000.0,60000000.0,None,EURIBOR03M,0.31,2.636,Emprunt in fine,non,A-1
2009,16311 - Emissions obligataires,Dexia - Morgan Stanley,2005-06-24,2015-06-24,120000000.0,120000000.0,Fixe,TAUX FIXE,3.25,3.2502,Emprunt in fine,oui,A-1
2010,16311 - Emissions obligataires,HSBC-Natixis,2006-05-26,2016-05-26,200000000.0,200000000.0,Fixe,TAUX FIXE,4.125,4.1252,Emprunt in fine,oui,A-1
2014,16311 - Emissions obligataires,Goldman Sachs,2012-10-25,2029-10-25,70000000.0,70000000.0,Fixe,TAUX FIXE,3.02,3.0201,Emprunt in fine,non,A-1
2016,16311 - Emissions obligataires,Société Générale,2015-03-16,2030-05-25,110000000.0,110000000.0,Fixe,TAUX FIXE,1.214,1.2145000000000001,Emprunt in fine,non,A-1
2011,16311 - Emissions obligataires,Crédit Suisse,2009-12-10,2020-01-10,49715000.0,49715000.0,Indexé,EURIBOR03M,0.385,0.7033,Emprunt in fine,oui,A-1
2017,16311 - Emissions obligataires,101 - Goldman Sachs,2012-10-25,2029-10-25,70000000.0,70000000.0,Fixe,TAUX FIXE,3.02,3.0201,Emprunt in fine,non,A-1
2011,16311 - Emissions obligataires,Goldman Sachs,2011-11-25,2025-12-29,100000000.0,100000000.0,Fixe,TAUX FIXE,3.875,3.8757,Emprunt in fine,oui,A-1
2008,1641 - Emprunts établissements crédit,CREDIT AGRICOLE IDF,2003-12-22,2013-12-22,40000000.0,40000000.0,Indexé,TAG12M,0.16,1.8763,Emprunt in fine,oui,A-1
2012,16311 - Emissions obligataires,Natixis-BNP,2012-12-19,2022-12-19,40000000.0,40000000.0,Indexé,EURIBOR03M,0.75,0.8057000000000001,Emprunt in fine,oui,A-1
2013,1641 - Emprunts établissements crédit,BEI,2011-12-19,2025-12-19,50000000.0,50000000.0,Fixe,TAUX FIXE,3.3689999999999998,3.3692,Emprunt in fine,oui,A-1
2017,16311 - Emissions obligataires,10 - Natixis,2013-10-17,2028-06-21,50000000.0,50000000.0,Fixe,TAUX FIXE,2.886,2.8872,Emprunt in fine,non,A-1
2016,1641 - Emprunts établissements crédit,BEI,2014-10-07,2021-10-07,70000000.0,70000000.0,Fixe,TAUX FIXE,0.77,0.7717,Emprunt in fine,non,A-1
2016,16311 - Emissions obligataires,HSBC-Natixis,2007-12-04,2020-12-04,160000000.0,160000000.0,Fixe,TAUX FIXE,4.5,4.5001,Emprunt in fine,non,A-1
2009,1641 - Emprunts établissements crédit,C.D.C.,1954-12-21,2019-03-31,4278.21,1182.6,Fixe,TAUX FIXE,2.0,1.341,Échéance constante,oui,A-1
2016,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2007-12-31,2017-12-31,100000000.0,35000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2016,1641 - Emprunts établissements crédit,Helaba,2014-07-11,2034-07-11,50000000.0,50000000.0,Fixe,TAUX FIXE,2.572,2.5721,Emprunt in fine,oui,A-1
2007,168 Autres emprunts et dettes assimilées,CAISSE NATION. ASSURANCE VIELL,1976-01-01,2008-10-31,71163.2,2372.09,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,oui,A-1
2007,1641 - Emprunts établissements crédit,CREDIT AGRICOLE IDF,2003-12-22,2013-12-22,40000000.0,40000000.0,Indexé,TAG12M,0.16,1.8763,Emprunt in fine,oui,A-1
2012,16311 - Emissions obligataires,HSBC-Natixis-SociétéGénérale,2010-12-29,2025-12-29,140000000.0,140000000.0,Fixe,TAUX FIXE,3.875,3.8750999999999998,Emprunt in fine,oui,A-1
2008,16311 - Emissions obligataires,Crédit Suisse-BNPP,2008-11-05,2018-11-05,95328884.65,95328884.65,Indexé,EURIBOR03M,0.11900000000000001,0.6826,Emprunt in fine,oui,A-1
2009,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2002-12-01,2009-12-01,120000000.0,0.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2018,16311 - Emissions obligataires,Natixis,None,2033-12-12,20000000.0,20000000.0,None,TAUX FIXE,3.24,3.24,Emprunt in fine,non,A-1
2018,1641 - Emprunts établissements crédit,CDC,None,2042-03-10,30000000.0,28239564.7793,None,TAUX FIXE,1.48,1.48,Échéance constante,oui,A-1
2015,16311 - Emissions obligataires,Goldman Sachs,2015-10-01,2030-05-25,40000000.0,40000000.0,Fixe,TAUX FIXE,1.214,1.2149,Emprunt in fine,non,A-1
2011,16311 - Emissions obligataires,HSBC-Natixis,2007-12-04,2020-12-04,160000000.0,160000000.0,Fixe,TAUX FIXE,4.5,4.5001,Emprunt in fine,oui,A-1
2013,16311 - Emissions obligataires,HSBC-Natixis,2006-05-26,2016-05-26,200000000.0,200000000.0,Fixe,TAUX FIXE,4.125,4.1252,Emprunt in fine,oui,A-1
2007,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2005-12-30,2013-12-30,50000000.0,50000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2018,1641 - Emprunts établissements crédit,Helaba,None,2041-10-18,40000000.0,40000000.0,None,TAUX FIXE,1.278,1.278,Emprunt in fine,oui,A-1
2011,16441 - Emprunts option tirage tréso,SOCIETE GENERALE,2005-12-30,2013-12-30,50000000.0,50000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2012,16311 - Emissions obligataires,HSBC,2011-12-29,2026-12-29,21000000.0,21000000.0,Fixe,TAUX FIXE,4.0,4.0001,Emprunt in fine,oui,A-1
2014,16311 - Emissions obligataires,Crédit Agricole,2012-09-20,2026-01-20,100000000.0,100000000.0,Fixe,TAUX FIXE,2.909,2.9098,Emprunt in fine,non,A-1
2013,16311 - Emissions obligataires,HSBC,2005-11-09,2018-11-09,50651230.1,50651230.1,Indexé,EURIBOR03M,0.021,1.3865,Emprunt in fine,oui,A-1
2014,16311 - Emissions obligataires,HSBC,2012-10-02,2023-10-02,30000000.0,30000000.0,Fixe,TAUX FIXE,2.6,2.6002,Emprunt in fine,non,A-1
2010,1641 - Emprunts établissements crédit,BNP Paribas,2002-12-27,2017-12-27,110000000.0,110000000.0,Indexé,T4M,0.0013000000000000002,1.6055000000000001,Emprunt in fine,oui,A-1
2017,1641 - Emprunts établissements crédit,5 - Gr.C.E.: CREDIT FONCIER,2003-12-22,2018-12-22,40000000.0,40000000.0,Indexé,TAG12M,0.0,1.2946,Emprunt in fine,oui,A-1
2018,16311 - Emissions obligataires,Société Générale,None,2026-10-01,75000000.0,75000000.0,None,TAUX FIXE,3.049,3.049,Emprunt in fine,non,A-1
2017,1641 - Emprunts établissements crédit,96 - BEI,2008-11-25,2019-11-25,80000000.0,80000000.0,Indexé,EURIBOR03M,0.0,0.5649000000000001,Emprunt in fine,non,A-1
2018,16311 - Emissions obligataires,Société Générale,None,2030-05-25,110000000.0,110000000.0,None,TAUX FIXE,1.214,1.214,Emprunt in fine,non,A-1
2015,16311 - Emissions obligataires,Crédit Agricole,2015-09-29,2037-09-29,20000000.0,20000000.0,Fixe,TAUX FIXE,2.08,2.0802,Emprunt in fine,non,A-1
2017,1641 - Emprunts établissements crédit,96 - BEI,2015-12-22,2022-12-22,60000000.0,60000000.0,Fixe,TAUX FIXE,0.492,0.4948,Emprunt in fine,non,A-1
2017,1641 - Emprunts établissements crédit,31 - Helaba,2014-07-11,2034-07-11,50000000.0,50000000.0,Fixe,TAUX FIXE,2.572,2.5721,Emprunt in fine,oui,A-1
2012,16311 - Emissions obligataires,HSBC,2012-04-02,2027-04-02,50000000.0,50000000.0,Fixe,TAUX FIXE,4.0,4.0001,Emprunt in fine,oui,A-1
2014,16311 - Emissions obligataires,BRED,2014-07-15,2028-12-15,50000000.0,50000000.0,Fixe,TAUX FIXE,2.2800000000000002,2.2807,Emprunt in fine,non,A-1
2015,16311 - Emissions obligataires,HSBC,2014-03-21,2029-12-14,50000000.0,50000000.0,Fixe,TAUX FIXE,2.85,2.8507,Emprunt in fine,non,A-1
2009,1641 - Emprunts établissements crédit,DEXIA CREDIT LOCAL,2003-12-22,2013-12-22,35000000.0,35000000.0,Indexé,TAG06M,0.15810000000000002,1.9644,Emprunt in fine,oui,A-1
2014,1641 - Emprunts établissements crédit,Helaba,2014-03-21,2029-03-21,25000000.0,25000000.0,Fixe,TAUX FIXE,2.84,2.8401,Emprunt in fine,oui,A-1
2012,168 Autres emprunts et dettes assimilées,S.I.A.A.P.,1974-01-01,2021-06-15,26266.97,23640.27,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,oui,A-1
2014,1641 - Emprunts établissements crédit,Helaba,2014-03-21,2023-03-21,25000000.0,25000000.0,Fixe,TAUX FIXE,2.1,2.1005,Emprunt in fine,oui,A-1
2017,16311 - Emissions obligataires,108 - HSBC-SG-CA,2017-11-20,2034-11-20,320000000.0,320000000.0,Fixe,TAUX FIXE,1.375,1.3753,Emprunt in fine,non,A-1
2018,1641 - Emprunts établissements crédit,96 - BEI,None,2023-07-21,100000000.0,100000000.0,None,TAUX FIXE,3.451,3.451,Emprunt in fine,oui,A-1
2017,16311 - Emissions obligataires,105 - Barclays,2013-04-18,2031-04-18,25000000.0,25000000.0,Indexé,EURIBOR03M,0.271,0.3564,Emprunt in fine,non,A-1
2017,1641 - Emprunts établissements crédit,2 - C.D.C.,1955-10-25,2020-03-31,5328.64,467.92,Fixe,TAUX FIXE,2.0,1.3806,Échéance constante,oui,A-1
2016,1641 - Emprunts établissements crédit,C.D.C.,1954-11-23,2019-03-31,31064.74,2756.98,Fixe,TAUX FIXE,2.0,1.3381,Échéance constante,oui,A-1
2017,1641 - Emprunts établissements crédit,96 - BEI,2011-12-19,2024-12-19,100000000.0,100000000.0,Fixe,TAUX FIXE,3.781,3.7811,Emprunt in fine,non,A-1
2018,16311 - Emissions obligataires,HSBC,None,2032-07-20,50000000.0,50000000.0,None,TAUX FIXE,3.5,3.5,Emprunt in fine,non,A-1
2016,16311 - Emissions obligataires,Natixis,2013-04-30,2029-04-30,60000000.0,60000000.0,Indexé,EURIBOR03M,0.311,0.4068,Emprunt in fine,non,A-1
2017,16311 - Emissions obligataires,101 - Goldman Sachs,2016-07-05,2030-05-25,50000000.0,50000000.0,Fixe,TAUX FIXE,1.214,1.2147000000000001,Emprunt in fine,non,A-1
2017,16311 - Emissions obligataires,15 - Crédit Suisse,2007-12-14,2017-02-14,24405125.08,0.0,Indexé,EURIBOR03M,-0.362,1.0522,Emprunt in fine,non,A-1
2017,16311 - Emissions obligataires,108 - HSBC-SG-CA,2015-11-18,2031-05-25,300000000.0,300000000.0,Fixe,TAUX FIXE,1.75,1.7507000000000001,Emprunt in fine,non,A-1
2008,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2002-12-01,2009-12-01,120000000.0,120000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2015,16311 - Emissions obligataires,HSBC,2012-04-02,2027-04-02,50000000.0,50000000.0,Fixe,TAUX FIXE,4.0,4.0001,Emprunt in fine,non,A-1
2018,16311 - Emissions obligataires,Crédit Agricole,None,2037-09-29,20000000.0,20000000.0,None,TAUX FIXE,2.08,2.08,Emprunt in fine,non,A-1
2008,168 Autres emprunts et dettes assimilées,S.I.A.A.P.,1974-01-01,2021-06-15,26266.97,26266.97,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,oui,A-1
2010,168 Autres emprunts et dettes assimilées,CAISSE NATION. ASSURANCE VIELL,1978-01-01,2010-10-31,269850.92,0.0,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,oui,A-1
2008,16441 - Emprunts option tirage tréso,CREDIT AGRICOLE IDF,2005-12-30,2011-12-30,100000000.0,100000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2008,16311 - Emissions obligataires,Crédit Suisse,2007-12-14,2017-02-14,24405125.08,24405125.08,Indexé,EURIBOR03M,-0.002,1.0934,Emprunt in fine,oui,A-1
2018,1641 - Emprunts établissements crédit,C.D.C.,None,2019-03-31,31064.74,937.250683571,None,TAUX FIXE,2.0,2.0,Échéance constante,oui,A-1
2016,16311 - Emissions obligataires,HSBC,2012-04-02,2027-04-02,50000000.0,50000000.0,Fixe,TAUX FIXE,4.0,4.0001,Emprunt in fine,non,A-1
2017,16311 - Emissions obligataires,89 - SocGen (arrangeur),2013-05-22,2028-05-22,50000000.0,50000000.0,Fixe,TAUX FIXE,2.43,2.4302,Emprunt in fine,non,A-1
2011,1641 - Emprunts établissements crédit,C.D.C.,1955-10-25,2020-03-31,5328.64,1324.44,Fixe,TAUX FIXE,2.0,1.3806,Échéance constante,oui,A-1
2009,16441 - Emprunts option tirage tréso,CREDIT FONCIER,2005-12-30,2012-12-30,100000000.0,100000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2013,1641 - Emprunts établissements crédit,C.D.C.,1955-10-25,2020-03-31,5328.64,1050.16,Fixe,TAUX FIXE,2.0,1.3806,Échéance constante,oui,A-1
2017,16311 - Emissions obligataires,109 - HSBC-Natixis-Citi,2016-04-06,2032-01-12,300000000.0,300000000.0,Fixe,TAUX FIXE,1.25,1.2503,Emprunt in fine,non,A-1
2018,1641 - Emprunts établissements crédit,Gr.C.E.: CREDIT FONCIER,None,2018-12-22,40000000.0,0.0,None,TAG12M,0.0,2.685,Emprunt in fine,oui,A-1
2011,168 Autres emprunts et dettes assimilées,S.I.A.A.P.,1976-01-01,2024-06-15,59348.4,59348.4,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,oui,A-1
2014,16311 - Emissions obligataires,Citi,2013-12-11,2029-01-15,60000000.0,60000000.0,Fixe,TAUX FIXE,3.0,3.0001,Emprunt in fine,non,A-1
2016,1641 - Emprunts établissements crédit,C.D.C.,2016-11-30,2042-03-01,30000000.0,30000000.0,Fixe,TAUX FIXE,1.471856,1.4857,Échéance constante,non,A-1
2014,1641 - Emprunts établissements crédit,BEI,2014-10-07,2021-10-07,70000000.0,70000000.0,Fixe,TAUX FIXE,0.77,0.7717,Emprunt in fine,non,A-1
2018,1641 - Emprunts établissements crédit,SOCIETE GENERALE,None,2019-12-28,25000000.0,25000000.0,None,TAG01M,0.0,0.0,Emprunt in fine,oui,A-1
2008,16311 - Emissions obligataires,BNP Paribas,2005-11-24,2014-11-24,96618357.49,96618357.49,Indexé,EURIBOR03M,0.101,1.9012,Emprunt in fine,oui,A-1
2012,16311 - Emissions obligataires,HSBC,2012-10-26,2026-01-20,30000000.0,30000000.0,Fixe,TAUX FIXE,2.909,2.9097,Emprunt in fine,oui,A-1
2013,16311 - Emissions obligataires,Crédit Suisse-BNPP,2008-11-05,2018-11-05,95328884.65,95328884.65,Indexé,EURIBOR03M,0.11900000000000001,0.6826,Emprunt in fine,oui,A-1
2008,16311 - Emissions obligataires,HSBC,2005-11-16,2015-11-16,14888865.0,14888865.0,Indexé,EURIBOR03M,-0.012,1.7396,Emprunt in fine,oui,A-1
2018,1641 - Emprunts établissements crédit,Helaba,None,2043-09-24,50000000.0,50000000.0,None,TAUX FIXE,1.499,1.499,Emprunt in fine,oui,A-1
2010,16311 - Emissions obligataires,Crédit Suisse,2007-12-14,2017-01-14,24405125.08,24405125.08,Indexé,EURIBOR04M,0.021,1.1414,Emprunt in fine,oui,A-1
