annee_de_publication,nature,organisme_preteur_ou_chef_de_file,date_d_emission_ou_date_de_mobilisation,date_de_derniere_echeance,capital_initial,capital_restant_du_au_31_12_2016,type_de_taux_d_interet,index,taux_initial_niveau_de_taux,taux_initial_taux_actuariel,profil_d_amortissement,possibilite_de_remboursement,categorie_d_emprunt
2015,16311 - Emissions obligataires,Crédit Agricole,2015-09-29,2035-09-29,20000000.0,20000000.0,Fixe,TAUX FIXE,2.006,2.0062,Emprunt in fine,non,A-1
2016,1641 - Emprunts établissements crédit,BEI,2010-07-21,2023-07-21,100000000.0,100000000.0,Fixe,TAUX FIXE,3.451,3.4512,Emprunt in fine,non,A-1
2017,1641 - Emprunts établissements crédit,31 - Helaba,2014-03-21,2029-03-21,25000000.0,25000000.0,Fixe,TAUX FIXE,2.84,2.8401,Emprunt in fine,oui,A-1
2013,16311 - Emissions obligataires,Calyon-Dexia,2006-11-28,2014-11-28,100000000.0,100000000.0,Fixe,TAUX FIXE,3.875,3.8752,Emprunt in fine,oui,A-1
2016,16311 - Emissions obligataires,HSBC-Natixis-Citi,2016-04-06,2032-01-12,300000000.0,300000000.0,Fixe,TAUX FIXE,1.25,1.2503,Emprunt in fine,non,A-1
2010,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2007-12-31,2017-12-31,100000000.0,100000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2014,16311 - Emissions obligataires,Natixis,2006-11-28,2019-11-28,100000000.0,100000000.0,Indexé,EURIBOR03M,-0.083,1.0997,Emprunt in fine,non,A-1
2014,16311 - Emissions obligataires,Société Générale,2013-05-22,2028-05-22,50000000.0,50000000.0,Fixe,TAUX FIXE,2.43,2.4302,Emprunt in fine,non,A-1
2014,1641 - Emprunts établissements crédit,BEI,2011-12-19,2025-12-19,50000000.0,50000000.0,Fixe,TAUX FIXE,3.3689999999999998,3.3692,Emprunt in fine,non,A-1
2013,1641 - Emprunts établissements crédit,BEI,2011-12-19,2024-12-19,50000000.0,50000000.0,Fixe,TAUX FIXE,3.36,3.3601,Emprunt in fine,oui,A-1
2015,16311 - Emissions obligataires,Crédit Suisse,2009-12-10,2020-01-10,49715000.0,49715000.0,Indexé,EURIBOR03M,0.022,0.5563,Emprunt in fine,non,A-1
2016,16311 - Emissions obligataires,Deutsche Bank,2012-04-02,2027-04-02,100000000.0,100000000.0,Fixe,TAUX FIXE,4.0,4.0001,Emprunt in fine,non,A-1
2014,16311 - Emissions obligataires,Crédit Suisse-BNPP,2008-11-05,2018-11-05,95328884.65,95328884.65,Indexé,EURIBOR03M,0.041,0.6554,Emprunt in fine,non,A-1
2010,1641 - Emprunts établissements crédit,BNP Paribas,2009-12-30,2021-12-29,25000000.0,25000000.0,Indexé,EURIBOR03M,0.421,0.7061000000000001,Emprunt in fine,oui,A-1
2017,1641 - Emprunts établissements crédit,6 - CREDIT AGRICOLE IDF,2016-09-03,2026-03-03,873006.92,774263.81,Fixe,TAUX FIXE,3.5700000000000003,3.6199,Échéance constante,non,A-1
2014,16311 - Emissions obligataires,Barclays,2013-04-18,2031-04-18,25000000.0,25000000.0,Indexé,EURIBOR03M,0.581,0.6184000000000001,Emprunt in fine,non,A-1
2018,1641 - Emprunts établissements crédit,Helaba,None,2039-03-18,40000000.0,40000000.0,None,TAUX FIXE,1.2,1.2,Emprunt in fine,oui,A-1
2011,16311 - Emissions obligataires,Crédit Suisse-BNPP,2008-11-05,2018-11-05,95328884.65,95328884.65,Indexé,EURIBOR03M,0.11900000000000001,0.6826,Emprunt in fine,oui,A-1
2009,1641 - Emprunts établissements crédit,SOCIETE GENERALE,2005-12-28,2019-12-28,25000000.0,25000000.0,Indexé,TAG01M,0.0,1.0218,Emprunt in fine,oui,A-1
2012,16311 - Emissions obligataires,Goldman Sachs,2011-11-25,2025-12-29,100000000.0,100000000.0,Fixe,TAUX FIXE,3.875,3.8757,Emprunt in fine,oui,A-1
2013,16311 - Emissions obligataires,Natixis,2006-11-28,2019-11-28,100000000.0,100000000.0,Indexé,EURIBOR03M,-0.008,1.1258,Emprunt in fine,oui,A-1
2011,16311 - Emissions obligataires,BNP Paribas,2005-11-24,2014-11-24,96618357.49,96618357.49,Indexé,EURIBOR03M,0.101,1.9012,Emprunt in fine,oui,A-1
2015,1641 - Emprunts établissements crédit,Helaba,2015-03-13,2040-03-13,50000000.0,50000000.0,Fixe,TAUX FIXE,1.5430000000000001,1.5432000000000001,Emprunt in fine,oui,A-1
2016,16311 - Emissions obligataires,HSBC,2011-12-29,2026-12-29,21000000.0,21000000.0,Fixe,TAUX FIXE,4.0,4.0001,Emprunt in fine,non,A-1
2012,1641 - Emprunts établissements crédit,CREDIT AGRICOLE IDF,2003-12-22,2013-12-22,40000000.0,40000000.0,Indexé,TAG12M,0.16,1.8763,Emprunt in fine,oui,A-1
2013,16311 - Emissions obligataires,BNP Paribas,2005-11-24,2014-11-24,96618357.49,96618357.49,Indexé,EURIBOR03M,0.101,1.9012,Emprunt in fine,oui,A-1
2010,1641 - Emprunts établissements crédit,C.D.C.,1955-10-25,2020-03-31,5328.64,1457.56,Fixe,TAUX FIXE,2.0,1.3806,Échéance constante,oui,A-1
2009,168 Autres emprunts et dettes assimilées,CAISSE NATION. ASSURANCE VIELL,1978-01-01,2010-10-31,269850.92,8997.38,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,oui,A-1
2011,1641 - Emprunts établissements crédit,BNP Paribas,2009-12-30,2021-12-29,25000000.0,25000000.0,Indexé,EURIBOR03M,0.421,0.7061000000000001,Emprunt in fine,oui,A-1
2016,16311 - Emissions obligataires,Citi,2013-12-11,2029-01-15,60000000.0,60000000.0,Fixe,TAUX FIXE,3.0,3.0001,Emprunt in fine,non,A-1
2015,1641 - Emprunts établissements crédit,BNP Paribas,2009-12-30,2021-12-29,25000000.0,25000000.0,Indexé,EURIBOR03M,0.117,0.5543,Emprunt in fine,non,A-1
2017,16311 - Emissions obligataires,10 - Natixis,2013-12-12,2033-12-12,20000000.0,20000000.0,Fixe,TAUX FIXE,3.24,3.2401,Emprunt in fine,non,A-1
2018,16311 - Emissions obligataires,HSBC (2),None,2026-01-20,30000000.0,30000000.0,None,TAUX FIXE,2.77,2.77,Emprunt in fine,non,A-1
2010,1641 - Emprunts établissements crédit,CREDIT AGRICOLE IDF,2003-12-22,2013-12-22,40000000.0,40000000.0,Indexé,TAG12M,0.16,1.8763,Emprunt in fine,oui,A-1
2013,16311 - Emissions obligataires,HSBC,2012-10-02,2023-10-02,30000000.0,30000000.0,Fixe,TAUX FIXE,2.6,2.6002,Emprunt in fine,oui,A-1
2016,1641 - Emprunts établissements crédit,C.D.C.,1954-12-21,2019-03-31,4278.21,379.64,Fixe,TAUX FIXE,2.0,1.341,Échéance constante,oui,A-1
2010,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2007-12-31,2013-12-31,50000000.0,50000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2009,16441 - Emprunts option tirage tréso,SOCIETE GENERALE,2005-12-30,2013-12-30,50000000.0,50000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2012,16311 - Emissions obligataires,HSBC,2012-07-20,2032-07-20,50000000.0,50000000.0,Fixe,TAUX FIXE,3.5,3.5000999999999998,Emprunt in fine,oui,A-1
2011,16311 - Emissions obligataires,HSBC,2005-11-16,2015-11-16,14888865.0,14888865.0,Indexé,EURIBOR03M,-0.012,1.7396,Emprunt in fine,oui,A-1
2018,16311 - Emissions obligataires,HSBC,None,2028-06-21,75000000.0,75000000.0,None,TAUX FIXE,2.886,2.886,Emprunt in fine,non,A-1
2018,16311 - Emissions obligataires,HSBC,None,2045-10-23,35500000.0,35500000.0,None,TAUX FIXE,2.1,2.1,Emprunt in fine,non,A-1
2010,16441 - Emprunts option tirage tréso,SOCIETE GENERALE,2005-12-30,2013-12-30,50000000.0,50000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2018,1641 - Emprunts établissements crédit,Helaba,None,2024-12-13,40000000.0,40000000.0,None,TAUX FIXE,1.13,1.13,Emprunt in fine,oui,A-1
2014,1641 - Emprunts établissements crédit,BEI,2008-11-25,2019-11-25,80000000.0,80000000.0,Indexé,EURIBOR03M,0.057,0.5859,Emprunt in fine,non,A-1
2007,16441 - Emprunts option tirage tréso,DEKABANK DEUTSCHE GIROZENTRALE,2001-12-28,2007-12-28,68602057.76,0.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2012,16311 - Emissions obligataires,HSBC,2005-11-09,2018-11-09,50651230.1,50651230.1,Indexé,EURIBOR03M,0.021,1.3865,Emprunt in fine,oui,A-1
2015,16876 - C.R.A.M.I.F / S.I.A.A.P.,S.I.A.A.P.,1976-01-01,2024-06-15,59348.4,53413.56,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,non,A-1
2014,16311 - Emissions obligataires,HSBC,2013-06-21,2028-06-21,75000000.0,75000000.0,Fixe,TAUX FIXE,2.886,2.8861,Emprunt in fine,non,A-1
2016,16311 - Emissions obligataires,HSBC,2005-11-09,2018-11-09,50651230.1,50651230.1,Indexé,EURIBOR03M,-0.358,1.3062,Emprunt in fine,non,A-1
2012,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2005-12-30,2013-12-30,50000000.0,50000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2015,1641 - Emprunts établissements crédit,BEI,2011-12-19,2025-12-19,50000000.0,50000000.0,Fixe,TAUX FIXE,3.3689999999999998,3.3692,Emprunt in fine,non,A-1
2013,1641 - Emprunts établissements crédit,C.D.C.,1954-12-21,2019-03-31,4278.21,737.43,Fixe,TAUX FIXE,2.0,1.341,Échéance constante,oui,A-1
2013,16311 - Emissions obligataires,HSBC-Natixis-SociétéGénérale,2010-12-29,2025-12-29,140000000.0,140000000.0,Fixe,TAUX FIXE,3.875,3.8750999999999998,Emprunt in fine,oui,A-1
2014,1641 - Emprunts établissements crédit,BEI,2011-12-19,2024-12-19,100000000.0,100000000.0,Fixe,TAUX FIXE,3.781,3.7811,Emprunt in fine,non,A-1
2008,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2007-12-31,2013-12-31,50000000.0,50000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2016,16311 - Emissions obligataires,HSBC,2016-04-19,2038-04-19,35000000.0,35000000.0,Fixe,TAUX FIXE,1.512,1.5122,Emprunt in fine,non,A-1
2018,1641 - Emprunts établissements crédit,Helaba,None,2034-07-11,50000000.0,50000000.0,None,TAUX FIXE,2.572,2.572,Emprunt in fine,oui,A-1
2014,16311 - Emissions obligataires,HSBC,2005-11-09,2018-11-09,50651230.1,50651230.1,Indexé,EURIBOR03M,-0.054,1.3664,Emprunt in fine,non,A-1
2009,16311 - Emissions obligataires,HSBC-Natixis,2006-05-26,2016-05-26,200000000.0,200000000.0,Fixe,TAUX FIXE,4.125,4.1252,Emprunt in fine,oui,A-1
2015,16311 - Emissions obligataires,Crédit Suisse-BNPP,2008-11-05,2018-11-05,95328884.65,95328884.65,Indexé,EURIBOR03M,-0.23500000000000001,0.5819,Emprunt in fine,non,A-1
2015,1641 - Emprunts établissements crédit,BEI,2014-10-07,2021-10-07,70000000.0,70000000.0,Fixe,TAUX FIXE,0.77,0.7717,Emprunt in fine,non,A-1
2017,16311 - Emissions obligataires,92 - HSBC,2011-12-29,2026-12-29,21000000.0,21000000.0,Fixe,TAUX FIXE,4.0,4.0001,Emprunt in fine,non,A-1
2012,16311 - Emissions obligataires,Société Générale,2011-07-13,2026-07-13,60000000.0,60000000.0,Fixe,TAUX FIXE,4.12,4.1201,Emprunt in fine,oui,A-1
2011,16311 - Emissions obligataires,HSBC-Natixis-SociétéGénérale,2010-12-29,2025-12-29,140000000.0,140000000.0,Fixe,TAUX FIXE,3.875,3.8750999999999998,Emprunt in fine,oui,A-1
2018,1641 - Emprunts établissements crédit,Helaba,None,2028-06-13,25000000.0,25000000.0,None,TAUX FIXE,2.81,2.81,Emprunt in fine,oui,A-1
2007,16441 - Emprunts option tirage tréso,CREDIT FONCIER,2005-12-30,2012-12-30,100000000.0,100000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2008,1641 - Emprunts établissements crédit,DEXIA CREDIT LOCAL,1996-12-19,2008-12-30,60979606.89,0.0,Fixe,TAUX FIXE,5.42,5.4191,Emprunt in fine,oui,A-1
2017,16311 - Emissions obligataires,102 - Deutsche Bank,2012-04-02,2027-04-02,100000000.0,100000000.0,Fixe,TAUX FIXE,4.0,4.0001,Emprunt in fine,non,A-1
2007,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2002-12-01,2009-12-01,120000000.0,120000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2016,1641 - Emprunts établissements crédit,Helaba,2013-06-13,2028-06-13,25000000.0,25000000.0,Fixe,TAUX FIXE,2.81,2.8102,Emprunt in fine,oui,A-1
2016,16311 - Emissions obligataires,Crédit Suisse,2007-12-14,2017-01-13,24405125.08,24405125.08,Indexé,EURIBOR04M,-0.359,1.0987,Emprunt in fine,non,A-1
2014,1641 - Emprunts établissements crédit,BNP Paribas,2009-12-30,2021-12-29,25000000.0,25000000.0,Indexé,EURIBOR03M,0.359,0.6726000000000001,Emprunt in fine,non,A-1
2011,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2007-12-31,2017-12-31,100000000.0,100000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2007,1641 - Emprunts établissements crédit,DEXIA CREDIT LOCAL,1996-12-19,2008-12-30,60979606.89,60979606.89,Fixe,TAUX FIXE,5.42,5.4191,Emprunt in fine,oui,A-1
2017,1641 - Emprunts établissements crédit,96 - BEI,2010-07-21,2023-07-21,100000000.0,100000000.0,Fixe,TAUX FIXE,3.451,3.4512,Emprunt in fine,non,A-1
2016,16311 - Emissions obligataires,Goldman Sachs,2011-11-25,2025-12-29,100000000.0,100000000.0,Fixe,TAUX FIXE,3.875,3.8757,Emprunt in fine,non,A-1
2007,16441 - Emprunts option tirage tréso,SOCIETE GENERALE,2005-12-30,2013-12-30,50000000.0,50000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2007,16311 - Emissions obligataires,BNP Paribas,2005-11-24,2014-11-24,96618357.49,96618357.49,Indexé,EURIBOR03M,0.101,1.9012,Emprunt in fine,oui,A-1
2013,1641 - Emprunts établissements crédit,DEXIA CREDIT LOCAL,2003-12-22,2013-12-22,35000000.0,0.0,Indexé,TAG06M,0.15810000000000002,1.9644,Emprunt in fine,oui,A-1
2015,1641 - Emprunts établissements crédit,Helaba,2013-06-13,2028-06-13,25000000.0,25000000.0,Fixe,TAUX FIXE,2.81,2.8102,Emprunt in fine,oui,A-1
2011,16311 - Emissions obligataires,Société Générale,2011-07-13,2026-07-13,60000000.0,60000000.0,Fixe,TAUX FIXE,4.12,4.1201,Emprunt in fine,oui,A-1
2013,1641 - Emprunts établissements crédit,SOCIETE GENERALE,2005-12-28,2019-12-28,25000000.0,25000000.0,Indexé,TAG01M,0.0,1.0218,Emprunt in fine,oui,A-1
2016,1641 - Emprunts établissements crédit,BEI,2015-12-22,2022-12-22,60000000.0,60000000.0,Fixe,TAUX FIXE,0.492,0.4948,Emprunt in fine,non,A-1
2012,1641 - Emprunts établissements crédit,CREDIT FONCIER,2003-12-22,2018-12-22,40000000.0,40000000.0,Indexé,TAG12M,0.1776,1.3408,Emprunt in fine,oui,A-1
2007,1641 - Emprunts établissements crédit,LANDESBANK BERLIN AG,1996-12-02,2011-12-02,83846959.48,83846959.48,Fixe,TAUX FIXE,5.95,5.9497,Emprunt in fine,oui,A-1
2016,16311 - Emissions obligataires,Natixis,2006-11-28,2019-11-28,100000000.0,100000000.0,Indexé,EURIBOR03M,-0.379,1.0156,Emprunt in fine,non,A-1
2016,16311 - Emissions obligataires,Crédit Agricole,2015-09-29,2035-09-29,20000000.0,20000000.0,Fixe,TAUX FIXE,2.006,2.0062,Emprunt in fine,non,A-1
2017,16311 - Emissions obligataires,101 - Goldman Sachs,2015-10-01,2030-05-25,40000000.0,40000000.0,Fixe,TAUX FIXE,1.214,1.2149,Emprunt in fine,non,A-1
2016,1641 - Emprunts établissements crédit,Helaba,2015-09-18,2038-10-25,15000000.0,15000000.0,Fixe,TAUX FIXE,2.103,2.1033,Emprunt in fine,oui,A-1
2018,1641 - Emprunts établissements crédit,20 - Banque du Conseil de l'Europe,None,2028-12-14,25000000.0,25000000.0,None,TAUX FIXE,0.5,0.5,Amort. constant ou progressif,oui,A-1
2012,16311 - Emissions obligataires,Natixis,2006-11-28,2019-11-28,100000000.0,100000000.0,Indexé,EURIBOR03M,-0.008,1.1258,Emprunt in fine,oui,A-1
2017,16311 - Emissions obligataires,92 - HSBC,2016-11-18,2036-11-18,50000000.0,50000000.0,Fixe,TAUX FIXE,1.3,1.3003,Emprunt in fine,non,A-1
2018,16311 - Emissions obligataires,Crédit Agricole,None,2026-01-20,100000000.0,100000000.0,None,TAUX FIXE,2.909,2.909,Emprunt in fine,non,A-1
2018,1641 - Emprunts établissements crédit,CREDIT AGRICOLE IDF,None,2026-03-03,373006.92,692049.065545,None,TAUX FIXE,4.04,4.04,Échéance constante,oui,A-1
2010,16441 - Emprunts option tirage tréso,CREDIT AGRICOLE IDF,2005-12-30,2011-12-30,100000000.0,100000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2015,16311 - Emissions obligataires,Citi,2013-12-11,2029-01-15,60000000.0,60000000.0,Fixe,TAUX FIXE,3.0,3.0001,Emprunt in fine,non,A-1
2018,16311 - Emissions obligataires,HSBC-Natixis-Socgen,None,2025-12-29,140000000.0,140000000.0,None,TAUX FIXE,3.875,3.053,Emprunt in fine,non,A-1
2018,1641 - Emprunts établissements crédit,C.D.C.,None,2019-03-29,4278.21,129.060729316,None,TAUX FIXE,2.0,2.0,Échéance constante,oui,A-1
2018,1641 - Emprunts établissements crédit,96 - BEI,None,2021-10-07,70000000.0,70000000.0,None,TAUX FIXE,0.77,0.77,Emprunt in fine,oui,A-1
2010,1641 - Emprunts établissements crédit,C.D.C.,1954-12-21,2019-03-31,4278.21,1074.59,Fixe,TAUX FIXE,2.0,1.341,Échéance constante,oui,A-1
2008,1641 - Emprunts établissements crédit,C.D.C.,1954-12-21,2019-03-31,4278.21,1288.49,Fixe,TAUX FIXE,2.0,1.341,Échéance constante,oui,A-1
2008,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2005-12-30,2013-12-30,50000000.0,50000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2014,16311 - Emissions obligataires,Société Générale,2011-07-13,2026-07-13,60000000.0,60000000.0,Fixe,TAUX FIXE,4.12,4.1201,Emprunt in fine,non,A-1
2014,16311 - Emissions obligataires,Natixis,2013-10-17,2028-06-21,50000000.0,50000000.0,Fixe,TAUX FIXE,2.886,2.8872,Emprunt in fine,non,A-1
2011,16311 - Emissions obligataires,Crédit Suisse,2007-12-14,2017-01-14,24405125.08,24405125.08,Indexé,EURIBOR04M,0.021,1.1414,Emprunt in fine,oui,A-1
2015,16311 - Emissions obligataires,HSBC-SG-CA,2015-11-18,2031-05-25,300000000.0,300000000.0,Fixe,TAUX FIXE,1.75,1.7507000000000001,Emprunt in fine,non,A-1
2018,1641 - Emprunts établissements crédit,BNP Paribas,None,2021-12-29,25000000.0,25000000.0,None,EURIBOR03M,0.06,0.06,Emprunt in fine,oui,A-1
2007,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2001-07-24,2008-12-01,99091861.2,38112254.31,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2012,16311 - Emissions obligataires,HSBC-Natixis-Banca IMI,2009-06-29,2022-06-29,200000000.0,200000000.0,Fixe,TAUX FIXE,4.625,4.6251,Emprunt in fine,oui,A-1
2013,16311 - Emissions obligataires,Natixis-BNP,2012-12-19,2022-12-19,40000000.0,40000000.0,Indexé,EURIBOR03M,0.75,0.8057000000000001,Emprunt in fine,oui,A-1
2014,1641 - Emprunts établissements crédit,Gr.C.E.: CREDIT FONCIER,2003-12-22,2018-12-22,40000000.0,40000000.0,Indexé,TAG12M,0.1776,1.3408,Emprunt in fine,oui,A-1
2008,16311 - Emissions obligataires,Calyon-Dexia,2006-11-28,2014-11-28,100000000.0,100000000.0,Fixe,TAUX FIXE,3.875,3.8752,Emprunt in fine,oui,A-1
2014,16311 - Emissions obligataires,Crédit Suisse,2007-12-14,2017-02-14,24405125.08,24405125.08,Indexé,EURIBOR03M,-0.074,1.0799,Emprunt in fine,non,A-1
2012,1641 - Emprunts établissements crédit,BEI,2008-11-25,2019-11-25,80000000.0,80000000.0,Indexé,EURIBOR03M,0.133,0.617,Emprunt in fine,oui,A-1
2010,1641 - Emprunts établissements crédit,BEI,2008-11-25,2019-11-25,80000000.0,80000000.0,Indexé,EURIBOR03M,0.133,0.617,Emprunt in fine,oui,A-1
2008,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2007-12-31,2017-12-31,100000000.0,100000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2009,16311 - Emissions obligataires,HSBC-Natixis-SociétéGénérale,2008-10-30,2021-10-29,155000000.0,155000000.0,Fixe,TAUX FIXE,4.75,4.7501,Emprunt in fine,oui,A-1
2015,16311 - Emissions obligataires,Barclays,2013-04-18,2031-04-18,25000000.0,25000000.0,Indexé,EURIBOR03M,0.305,0.384,Emprunt in fine,non,A-1
2012,16311 - Emissions obligataires,HSBC,2012-10-02,2023-10-02,30000000.0,30000000.0,Fixe,TAUX FIXE,2.6,2.6002,Emprunt in fine,oui,A-1
2012,16311 - Emissions obligataires,Dexia - Morgan Stanley,2005-06-24,2015-06-24,120000000.0,120000000.0,Fixe,TAUX FIXE,3.25,3.2502,Emprunt in fine,oui,A-1
2018,16311 - Emissions obligataires,HSBC,None,2031-07-17,70000000.0,70000000.0,None,TAUX FIXE,2.519,2.519,Emprunt in fine,non,A-1
2017,16311 - Emissions obligataires,99 - HSBC-Natixis-SociétéGénérale,2010-12-29,2025-12-29,140000000.0,140000000.0,Fixe,TAUX FIXE,3.875,3.8750999999999998,Emprunt in fine,non,A-1
2011,16441 - Emprunts option tirage tréso,CREDIT AGRICOLE IDF,2005-12-30,2011-12-30,100000000.0,0.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2007,1641 - Emprunts établissements crédit,BNP Paribas,2002-12-27,2017-12-27,110000000.0,110000000.0,Indexé,T4M,0.0013000000000000002,1.6055000000000001,Emprunt in fine,oui,A-1
2011,16311 - Emissions obligataires,HSBC,2010-12-02,2024-12-02,100000000.0,100000000.0,Fixe,TAUX FIXE,3.5,3.5000999999999998,Emprunt in fine,oui,A-1
2016,1641 - Emprunts établissements crédit,Gr.C.E.: CREDIT FONCIER,2003-12-22,2018-12-22,40000000.0,40000000.0,Indexé,TAG12M,0.0,1.2946,Emprunt in fine,oui,A-1
2016,1641 - Emprunts établissements crédit,Helaba,2016-06-24,2043-09-24,50000000.0,50000000.0,Fixe,TAUX FIXE,1.499,1.4992,Emprunt in fine,oui,A-1
2008,1641 - Emprunts établissements crédit,BEI,2008-11-25,2019-11-25,80000000.0,80000000.0,Indexé,EURIBOR03M,0.133,0.617,Emprunt in fine,oui,A-1
2016,16311 - Emissions obligataires,HSBC,2013-06-21,2028-06-21,75000000.0,75000000.0,Fixe,TAUX FIXE,2.886,2.8861,Emprunt in fine,non,A-1
2012,1641 - Emprunts établissements crédit,C.D.C.,1955-10-25,2020-03-31,5328.64,1188.66,Fixe,TAUX FIXE,2.0,1.3806,Échéance constante,oui,A-1
2017,1641 - Emprunts établissements crédit,31 - Helaba,2015-03-13,2040-03-13,50000000.0,50000000.0,Fixe,TAUX FIXE,1.5430000000000001,1.5432000000000001,Emprunt in fine,oui,A-1
2009,1641 - Emprunts établissements crédit,BNP Paribas,2002-12-27,2017-12-27,110000000.0,110000000.0,Indexé,T4M,0.0013000000000000002,1.6055000000000001,Emprunt in fine,oui,A-1
2015,16311 - Emissions obligataires,Natixis,2006-11-28,2019-11-28,100000000.0,100000000.0,Indexé,EURIBOR03M,-0.34800000000000003,1.0226,Emprunt in fine,non,A-1
2015,16311 - Emissions obligataires,HSBC,2012-10-02,2023-10-02,30000000.0,30000000.0,Fixe,TAUX FIXE,2.6,2.6002,Emprunt in fine,non,A-1
2013,16311 - Emissions obligataires,HSBC,2005-11-16,2015-11-16,14888865.0,14888865.0,Indexé,EURIBOR03M,-0.012,1.7396,Emprunt in fine,oui,A-1
2008,168 Autres emprunts et dettes assimilées,CAISSE NATION. ASSURANCE VIELL,1978-01-01,2010-10-31,269850.92,17992.33,Fixe,TAUX FIXE,0.0,0.0,Échéance constante,oui,A-1
2017,1641 - Emprunts établissements crédit,31 - Helaba,2015-03-18,2039-03-18,40000000.0,40000000.0,Fixe,TAUX FIXE,1.2,1.2003,Emprunt in fine,oui,A-1
2018,16311 - Emissions obligataires,HSBC,None,2036-11-18,50000000.0,50000000.0,None,TAUX FIXE,1.3,1.3,Emprunt in fine,non,A-1
2017,16311 - Emissions obligataires,92 - HSBC,2015-09-16,2030-09-16,50000000.0,50000000.0,Fixe,TAUX FIXE,1.724,1.7243,Emprunt in fine,non,A-1
2015,16311 - Emissions obligataires,Natixis,2013-04-30,2029-04-30,60000000.0,60000000.0,Indexé,EURIBOR03M,0.342,0.431,Emprunt in fine,non,A-1
2015,16311 - Emissions obligataires,Natixis,2013-10-17,2028-06-21,50000000.0,50000000.0,Fixe,TAUX FIXE,2.886,2.8872,Emprunt in fine,non,A-1
2008,1641 - Emprunts établissements crédit,CREDIT FONCIER,2003-12-22,2018-12-22,40000000.0,40000000.0,Indexé,TAG12M,0.1776,1.3408,Emprunt in fine,oui,A-1
2016,1641 - Emprunts établissements crédit,BEI,2011-12-19,2024-12-19,50000000.0,50000000.0,Fixe,TAUX FIXE,3.36,3.3601,Emprunt in fine,non,A-1
2010,16441 - Emprunts option tirage tréso,DEXIA CREDIT LOCAL,2005-12-30,2013-12-30,50000000.0,50000000.0,Fixe,TAUX FIXE,0.0,0.0,Emprunt in fine,oui,A-1
2011,16311 - Emissions obligataires,HSBC-Natixis-Banca IMI,2009-06-29,2022-06-29,200000000.0,200000000.0,Fixe,TAUX FIXE,4.625,4.6251,Emprunt in fine,oui,A-1
2017,1641 - Emprunts établissements crédit,2 - C.D.C.,1954-11-23,2019-03-31,31064.74,1856.14,Fixe,TAUX FIXE,2.0,1.3381,Échéance constante,oui,A-1
2012,16311 - Emissions obligataires,HSBC,2005-11-16,2015-11-16,14888865.0,14888865.0,Indexé,EURIBOR03M,-0.012,1.7396,Emprunt in fine,oui,A-1
2015,1641 - Emprunts établissements crédit,Helaba,2015-01-13,2024-12-13,40000000.0,40000000.0,Fixe,TAUX FIXE,1.125,1.1259000000000001,Emprunt in fine,oui,A-1
2013,16311 - Emissions obligataires,Dexia - Morgan Stanley,2005-06-24,2015-06-24,120000000.0,120000000.0,Fixe,TAUX FIXE,3.25,3.2502,Emprunt in fine,oui,A-1
2017,16311 - Emissions obligataires,15 - Crédit Suisse,2007-12-14,2017-01-13,24405125.08,0.0,Indexé,EURIBOR04M,-0.359,1.0987,Emprunt in fine,non,A-1
2017,16311 - Emissions obligataires,103 - Crédit Agricole,2015-09-29,2035-09-29,20000000.0,20000000.0,Fixe,TAUX FIXE,2.006,2.0062,Emprunt in fine,non,A-1
